end_to_end	chemical_ner	gene_ner	text
None	O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O B-GENE-N O O O O O O O B-GENE-Y O B-GENE-Y O	Without agonist stimulation , the ECL2 in the gain of function mutant N111 G assumed a lid conformation similar to AngII-bound wild-type AT1R .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O B-GENE-N O O O O O O O O O O B-GENE-Y O	In the presence of inverse agonists , the conformation of ECL2 in the N111 G mutant was similar to the inactive state of wild-type AT1R .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-Y O O O O O O O O O O O O O B-GENE-N O O O O O O O O B-GENE-Y O O O O O O	In contrast , AngII did not induce a lid conformation in ECL2 in the loss of function D281A mutant , which is consistent with the reduced AngII binding affinity in this mutant .
None	O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O B-GENE-Y O O O O O O O O B-GENE-N O O O O O B-GENE-Y O	However , a lid conformation was induced by [ Sar(1),Gln(2),Ile(8 ) ] AngII , a specific analog that binds to the D281A mutant with better affinity than AngII .
None	O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O	These results provide evidence for the emerging paradigm of domain coupling facilitated by long range interactions at distant sites on the same receptor .
(3, 7, CPR_9) , (3, 10, CPR_9)	O O O B-CHEMICAL O O O B-CHEMICAL O O O O O O O O O O O	O O O O O O O B-GENE-Y O O B-GENE-Y O O O O O O O O	Immunohistochemical characterization of pyrimidine synthetic enzymes , thymidine kinase-1 and thymidylate synthase , in various types of cancer .
(19, 0, CPR_9) , (19, 3, CPR_9) , (19, 6, CPR_9) , (19, 9, CPR_9)	B-CHEMICAL O O O O O B-CHEMICAL O O O O O O O O O O O O B-CHEMICAL O O O O	B-GENE-Y O O B-GENE-Y O O B-GENE-Y O O B-GENE-Y O O O O O O O O O O O O O O	Thymidine kinase-1 ( TK-1 ) and thymidylate synthase ( TS ) are key enzymes for salvage and de novo pyrimidine synthesis , respectively .
None	O O O O O O O O O O O O O O B-CHEMICAL O O	O O O O O O B-GENE-Y O O O O O O O O O O	Numerous studies have suggested that increased TS levels are associated closely with resistance to fluoropyrimidine-based chemotherapy .
(0, 12, CPR_9) , (0, 24, CPR_4) , (6, 12, CPR_9)	B-CHEMICAL O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O B-GENE-Y O	TAS-102 is a novel drug containing trifluorothymidine , which is phosphorylated by TK-1 to its active monophosphated form , that in turn can inhibit TS .
None	B-CHEMICAL O O O O O O O O B-CHEMICAL O O O O	O O O O O O O O O O O O O O	TAS-102 has been shown to exhibit antitumor activity in fluoropyrimidine-resistant human cancer cells .
None	B-CHEMICAL O O O O O O O O O O O	O O O O O O O O O O O O	TAS-102 is currently undergoing clinical trials for use in gastrointestinal cancers .
None	O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O	In the present study , we used immunohistochemistry to investigate the expression of TK-1 and TS in various types of cancer .
None	O O O O O O O O O O O	B-GENE-Y O B-GENE-Y O O O O O O O O	TK-1 and TS expression was markedly different between cancer types .
None	O O O O O O O O O O O O O O O O O	O B-GENE-Y O O O O O O O O O O O O O O O	High TK-1 expression was detected prominently in gastrointestinal adenocarcinomas and esophageal and uterine squamous cell carcinomas .
(18, 12, CPR_9)	O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O	O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O	Gastrointestinal adenocarcinomas and squamous cell uterine carcinomas were often accompanied by high TS expression , indicating activation of pyrimidine synthesis through both the salvage and de novo pathways .
None	O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O	These results led us to consider that TAS-102 may also be effective for esophageal and uterine squamous cell carcinomas , as well as for gastrointestinal adenocarcinomas , even in fluoropyrimidine-resistant cases with high TS expression .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O	In contrast , thyroid papillary carcinomas , lung adenocarcinomas , hepatocellular carcinomas , pancreatic ductal carcinomas , and renal cell carcinomas , which exhibit low TK-1 expression , may be resistant to TAS-102 .
None	O O O O O O O O O O O O O O O O O O O O O	O O O O O O O B-GENE-Y O O O O O O O O O O O O O	In non-small cell lung cancers , high TK-1 expression was demonstrated in squamous cell carcinomas , but not in adenocarcinomas .
None	O O O O B-CHEMICAL O O O B-CHEMICAL O O O O O O O O O	O O O O O O O O O O O O O O O O O O	This result suggests that TAS-102 efficacy and the pyrimidine synthetic pathway may differ depending on histological type .
None	O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O	Our results indicate that administration of TAS-102 could be selected on the basis of the immunohistochemical evaluation of TK-1 and TS .
None	O O O O O O O O O O O O O O O O O	O B-GENE-N O O O O O O O O O O O O O O O	Increased muscarinic receptor activity of airway smooth muscle isolated from a mouse model of allergic asthma .
None	O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O	The mechanisms leading to airway hyper-responsiveness ( AHR ) in asthma are still not fully understood .
None	O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O	AHR could be produced by hypersensitivity of the airway smooth muscle or hyperreactivity of the airways .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O	This study was conducted to ascertain whether AHR in a murine model of asthma is produced by changes at the level of the airway smooth muscle .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O	Airway smooth muscle responses were characterised in vitro in isolated trachea spirals from naive mice and from an acute ovalbumin ( OVA ) challenge model of allergic asthma .
None	O O O O O O O O O O O O	O O O O O O O O O O O O	AHR was investigated in vivo in conscious , freely moving mice .
None	O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O	Inflammatory cell influx into the lungs and antibody responses to the antigen were also measured .
None	O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O O O B-CHEMICAL O B-CHEMICAL O O O O O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	In vitro study of tracheal airway smooth muscle from naive mice demonstrated concentration-related contractions to methacholine and 5-HT , but no responses to histamine or adenosine or its stable analogue , 5'-N-ethyl-carboxamidoadenosine .
(7, 13, CPR_4) , (9, 16, CPR_4)	O O O B-CHEMICAL O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O	O O O O O O O O O O O O O B-GENE-Y O O B-GENE-Y O O O O O	The contractions to 5-HT were inhibited by ketanserin and alosetron indicating involvement of 5-HT(2A ) and 5-HT(3 ) receptors , respectively .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O B-GENE-Y O O O O O B-GENE-N O B-GENE-Y B-GENE-N O O O O B-GENE-Y O O O O	In an acute model of allergic asthma , OVA-treated mice were shown to be atopic by inflammatory cell influx to the lungs after OVA challenge , increases in total IgE and OVA-specific IgG levels and contractions to OVA in isolated trachea .
None	O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O	In the asthmatic model , AHR to methacholine was demonstrated in conscious , freely moving mice in vivo and in isolated trachea in vitro 24 and 72h after OVA challenge .
None	O O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O	O O O O O O O O O O O O O	No AHR in vitro was seen for 5-HT , histamine or adenosine .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O B-GENE-N O O O O O O O O O O O	These results suggest that , in our mouse model of asthma , changes occur at the level of the muscarinic receptor transduction pathway of coupling to airway smooth muscle contraction .
None	O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O	These changes are maintained when tissues are removed from the inflammatory environment and for at least 3 days .
None	O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O	O O O O O O O O O O O O O O	Design , synthesis , characterization and anti-inflammatory evaluation of novel pyrazole amalgamated flavones .
None	O O O O B-CHEMICAL O B-CHEMICAL O O O O O O B-CHEMICAL O O	O O O O O O O O O O O O O O O O	A series of novel pyrazole amalgamated flavones has been designed and synthesized from 1-methyl-5-(2,4,6-trimethoxy-phenyl)-1H-pyrazole 6 .
None	O O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O B-CHEMICAL O O O	O O O O O O O O O O O O O O O O O O O O O	The structures of regioisomers 6 and 7 were resolved by 2D (1)H-(1)H COSY , (1)H-(13)C HSQC and (1)H-(13)C HMBC experiments .
None	O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O	O O O O O O O O O O B-GENE-N O O O O O O O O O O O O O O O O O O O O	The newly synthesized compounds were tested for their in vitro COX inhibition and in vivo carrageenan induced hind paw edema in rats and acetic acid induced vascular permeability in mice .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O	Although the compounds have inhibitory profile against both COX-1 and COX-2 , some of the compounds are found to be selective against COX-2 , supported by inhibition of paw edema and vascular permeability .
None	O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O	Docking studies were also carried out to determine the structural features which sway the anti-inflammatory activity of the tested compounds .
None	O B-CHEMICAL O B-CHEMICAL B-CHEMICAL O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-GENE-Y O O O	The keto and phenolic -OH are major factors that are prominently involved in interaction with COX-2 active site .
None	O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O	Superparamagnetic Hollow Hybrid Nanogels as a Potential Guidable Vehicle System of Stimuli-Mediated MR Imaging and Multiple Cancer Therapeutics .
None	O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O B-CHEMICAL O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Hollow hybrid nanogels were prepared first by co-assembly of the citric acid-coated superparamagnetic iron oxide nanoparticles ( SPIONs ) ( 44 wt% ) with the graft copolymer ( 56 wt% ) comprising acrylic acid and 2-methacryloylethyl acrylate units as the backbone and poly(ethylene glycol ) and poly(N-isopropylacrylamide ) as the grafts in aqueous phase of pH 3.0 into the hybrid vesicle structure , followed by in situ covalent stabilization via the photo-initiated polymerization of MEA residues within vesicles .
None	O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O	The resultant hollow nanogels , though slightly swollen , satisfactorily retain the structural integrity while the medium pH being adjusted to 7.4 .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Confining SPION clusters to such a high level ( 44 wt% ) within the pH-responsive thin gel layer remarkably enhances the transverse relaxivity ( r2 ) and renders the MR imaging highly pH-tunable .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O	For example , with the pH being adjusted from 4.0 to 7.4 , the r2 value can be dramatically increased from 138.5 to 265.5 mM-1 s-1 .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The DOX-loaded hybrid nanogels also exhibit accelerated drug release in response to both pH reduction and temperature increase due to the substantial disruption of the interactions between drug molecules and copolymer components .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	With magnetic transport guidance toward the target and subsequent exposure to alternating magnetic field , this DOX-loaded nanogel system possessing combined capabilities of hyperthermia and stimuli-triggered drug release showed superior in vitro cytotoxicity against HeLa cells as compared to the case with only free drug or hyperthermia alone .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	This work demonstrates that the hollow inorganic/organic hybrid nanogels show great potential to serve as a multimodal theranostic vehicle functionalized with such desirable features as guidable delivery of stimuli-mediated diagnostic imaging and hyperthermia/chemotherapies .
None	B-CHEMICAL O O O O O O O O O O O O O O	B-GENE-Y O O B-GENE-Y O O B-GENE-N O O O B-GENE-N O O O O	Progesterone receptor induces bcl-x expression through intragenic binding sites favoring RNA polymerase II elongation .
None	B-CHEMICAL O O O O O O O O O O O O O O	B-GENE-N O O O O O O O O O O O O O O	Steroid receptors were classically described for regulating transcription by binding to target gene promoters .
None	O O O O O O B-CHEMICAL O O O O O O O O O	O O O O O O B-GENE-N O O O O O O O O O	However , genome-wide studies reveal that steroid receptors-binding sites are mainly located at intragenic regions .
None	O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O	O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O B-GENE-N O O O O B-GENE-N O O O O	To determine the role of these sites , we examined the effect of progestins on the transcription of the bcl-x gene , where only intragenic progesterone receptor-binding sites ( PRbs ) were identified .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O B-GENE-Y O O O O O O O O B-GENE-N O B-GENE-Y O O B-GENE-Y O O B-GENE-Y O O O O O O B-GENE-N O O B-GENE-N O O O O O O O B-GENE-N O O	We found that in response to hormone treatment , the PR is recruited to these sites along with two histone acetyltransferases CREB-binding protein ( CBP ) and GCN5 , leading to an increase in histone H3 and H4 acetylation and to the binding of the SWI/SNF complex .
None	O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-Y O O O O O O O O B-GENE-N O	Concomitant , a more relaxed chromatin was detected along bcl-x gene mainly in the regions surrounding the intragenic PRbs .
None	O O O O O O O O O O O O O O O O O O O O O O O	B-GENE-Y O O O O O O B-GENE-N O O B-GENE-N O O B-GENE-N O O O B-GENE-N O O O O O	PR also mediated the recruitment of the positive elongation factor pTEFb , favoring RNA polymerase II ( Pol II ) elongation activity .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-N O O O O O O O O O O O O O O O O O O O	Together these events promoted the re-distribution of the active Pol II toward the 3'-end of the gene and a decrease in the ratio between proximal and distal transcription .
None	O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O B-GENE-Y O O O O O O O O O O B-GENE-N O O O O	These results suggest a novel mechanism by which PR regulates gene expression by facilitating the proper passage of the polymerase along hormone-dependent genes .
None	O O O O O O O O O O O O O	B-GENE-N O B-GENE-N O O O O O O O O O O	Lipoxygenase and urease inhibition of the aerial parts of the Polygonatum verticillatum .
None	O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-N O B-GENE-N O O B-GENE-N O O O O O O O O O O O	Over expression of lipoxygenase ( LOX ) and urease has already contributed to the pathology of different human disease .
None	O O O O O O O O O O O O	O O O O O O O O O O O O	Targeting the inhibition of these enzymes has proved great clinical utility .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O B-GENE-N O B-GENE-N O B-GENE-Y O B-GENE-Y O O B-GENE-Y O B-GENE-Y O O O O O O	The aim of the present study was to scrutinised the inhibitory profile of the aerial parts of the Polygonatum verticillatum enzyme against LOX , urease , acetylcholinesterase ( AChE ) and butyrylcholinesterase ( BChE ) using standard experimental protocols .
None	O O O O O O O O O O O	O O O B-GENE-N O O O O O O O	When checked against lipoxygenase , the extracts revealed significant attenuation .
None	O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Of the tested extracts , the ethyl acetate fraction was the most potent ( half-maximal inhibitory concentration ( IC50 ): 97 µg/mL ) followed by aqueous fraction IC50 : 109 µg/mL ) .
(4, 1, CPR_4)	O O O O B-CHEMICAL O O O O O O O O O O O O	O B-GENE-N O O O O O O O O O O O O O O O	Regarding urease inhibition , n-butanol was the most potent fraction ( IC50 : 97 µg/mL ) .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O	O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O	However , the extracts did not show significant inhibition on AChE and BChE. In the preliminary phytochemical tests , the aerial parts of the plant showed the presence of saponins , alkaloids , flavonoids , phenols , tannins and terpenoids .
None	O O O O O O O O O O O O	O O O O O O O O O O O O	The current findings could be attributed to these groups of compounds .
None	O O O O O O O B-CHEMICAL B-CHEMICAL O O O O O O O O	O O O O O O O O O O O O O O O O O	A physiologically based pharmacokinetic model for the oxime TMB-4 : simulation of rodent and human data .
None	O B-CHEMICAL O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O	Multiple oximes have been synthesized and evaluated for use as countermeasures against chemical warfare nerve agents .
(27, 24, CPR_3) , (30, 24, CPR_3)	O O O O O O B-CHEMICAL O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O	The current U.S. military and civilian oxime countermeasure , 2-[(hydroxyimino)methyl]-1-methylpyridin-1-ium chloride ( 2-PAM ) , is under consideration for replacement with a more effective acetylcholinesterase reactivator , 1,1'-methylenebis{4-hydroxyiminomethyl}pyridinium dimethanesulfonate ( MMB-4 ) .
None	O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Kinetic data in the scientific literature for MMB-4 are limited ; therefore , a physiologically based pharmacokinetic ( PBPK ) model was developed for a structurally related oxime , 1,1'-trimethylenebis{4-hydroximinomethyl}pyridinium dibromide .
None	O O O O O O O O B-CHEMICAL B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O	Based on a previous model structure for the organophosphate diisopropylfluorophosphate , the model includes key sites of acetylcholinesterase inhibition ( brain and diaphragm ) , as well as fat , kidney , liver , rapidly perfused tissues and slowly perfused tissues .
None	O O O O O O O	O O O O O O O	All tissue compartments are diffusion limited .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O	Model parameters were collected from the literature , predicted using quantitative structure-property relationships or , when necessary , fit to available pharmacokinetic data from the literature .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The model was parameterized using rat plasma , tissue and urine time course data from intramuscular administration , as well as human blood and urine data from intravenous and intramuscular administration ; sensitivity analyses were performed .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The PBPK model successfully simulates rat and human data sets and has been evaluated by predicting intravenous mouse and intramuscular human data not used in the development of the model .
None	O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O	Monte Carlo analyses were performed to quantify human population kinetic variability in the human evaluation data set .
None	O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O	The model identifies potential pharmacokinetic differences between rodents and humans , indicated by differences in model parameters between species .
None	O O O O O O O O O O O O O B-CHEMICAL O O O O O O O	O O O O O O O O O O O O O O O O O O O O O	The PBPK model can be used to optimize the dosing regimen to improve oxime therapeutic efficacy in a human population .
None	B-CHEMICAL O O O O O B-CHEMICAL O O O O O	B-GENE-Y O O O O O B-GENE-Y O O O O O	Creb1-Mecp2-(m)CpG complex transactivates postnatal murine neuronal glucose transporter isoform 3 expression .
None	O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O	O O O O B-GENE-Y O O O O B-GENE-Y O O O O O O O O O O O O O	The murine neuronal facilitative glucose transporter isoform 3 ( Glut3 ) is developmentally regulated , peaking in expression at postnatal day (PN)14 .
None	O O O O O O O O O B-CHEMICAL O O O O O O O O O O	O O O O O O O O O O O O O O O O O B-GENE-Y O O	In the present study , we characterized a canonical CpG island spanning the 5'-flanking region of the glut3 gene .
(9, 29, CPR_3) , (11, 29, CPR_3)	O O O B-CHEMICAL O O O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O	Methylation-specific PCR and bisulfite sequencing identified methylation of this CpG ( (m)CpG ) island of the glut3 gene , frequency of methylation increasing 2.5-fold with a 1.6-fold increase in DNA methyl transferase 3a concentrations noted with advancing postnatal age ( PN14 vs PN3 ) .
(13, 15, CPR_4)	O O O O O O O O O O O O O B-CHEMICAL O O O O	O O O B-GENE-Y O O O O O O O O O O O B-GENE-Y O O	5'-flanking region of glut3-luciferase reporter transient transfection in HT22 hippocampal neurons demonstrated that (m)CpGs inhibit glut3 transcription .
None	O O O O O O O O O O O B-CHEMICAL O O O O O O	O O O O O O B-GENE-Y O O O O O O O O O O O	Contrary to this biological function , glut3 expression rises synchronously with (m)CpGs in PN14 vs PN3 neurons .
None	O O O O O O O B-CHEMICAL O O O O O O O O B-CHEMICAL O	O O O O O O O B-GENE-Y O O O O B-GENE-Y O O O B-GENE-Y O	Chromatin immunoprecipitation ( IP ) revealed that methyl-CpG binding protein 2 ( Mecp2 ) bound the glut3-(m)CpGs .
None	O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O	Depending on association with specific coregulators , Mecp2 , a dual regulator of gene transcription , may repress or activate a downstream gene .
None	O O O O O B-CHEMICAL O O O O O O O O O O O O O O	O O O O O B-GENE-Y O O B-GENE-Y O O O O B-GENE-Y O O B-GENE-Y O O O	Sequential chromatin IP uncovered the glut3-(m)CpGs to bind Mecp2 exponentially upon recruitment of Creb1 rather than histone deacetylase 1 .
None	O O O O O O O O O O O O B-CHEMICAL O O O O O O O	O O O O O B-GENE-Y O O B-GENE-Y O O O B-GENE-Y O O O O B-GENE-Y O O	Co-IP and coimmunolocalization confirmed that Creb1 associated with Mecp2 and cotransfection with glut3-(m)CpG in HT22 cells enhanced glut3 transcription .
(1, 17, CPR_4) , (1, 19, CPR_4) , (7, 17, CPR_4) , (7, 19, CPR_4)	O B-CHEMICAL O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O	O O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O B-GENE-Y O B-GENE-Y O O B-GENE-Y O B-GENE-Y O O O O O	Separate 5-aza-2'-deoxycytidine pretreatment or in combination with trichostatin A reduced (m)CpG and specific small interference RNAs targeting Mecp2 and Creb1 separately or together depleting Mecp2 and/or Creb1 binding of glut3-(m)CpGs reduced glut3 expression in HT22 cells .
None	O O O O O O O O O O O O O	O O O B-GENE-Y O O O O O O O B-GENE-Y O	We conclude that Glut3 is a methylation-sensitive neuronal gene that recruits Mecp2 .
None	O O O O B-CHEMICAL O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O	O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O	Recruitment of Creb1-Mecp2 by glut3-(m)CpG contributes towards transactivation , formulating an escape from (m)CpG-induced gene suppression , and thereby promoting developmental neuronal glut3 gene transcription and expression .
None	O O O O O O O O	O O B-GENE-Y O O O O O	Structure of human microsomal cytochrome P450 2C8 .
None	O O O O O O O O O	O O O B-GENE-N O O O O O	Evidence for a peripheral fatty acid binding site .
None	O O O O O O O O O O O O O O O O O O O	O O O O O B-GENE-Y O O O O O B-GENE-Y O O O O O O O	A 2.7-Angstrom molecular structure of human microsomal cytochrome P450 2C8 ( CYP2C8 ) was determined by x-ray crystallography .
None	O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O	The membrane protein was modified for crystallization by replacement of the hydrophobic N-terminal transmembrane domain with a short hydrophilic sequence before residue 28 .
None	O O O O O O O O O O O O O O O O B-CHEMICAL B-CHEMICAL O O O O O	O O O O O O O O O O O O O O O O O O O O O O O	The structure of the native sequence is complete from residue 28 to the beginning of a C-terminal histidine tag used for purification .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O	CYP2C8 is one of the principal hepatic drug-metabolizing enzymes that oxidizes therapeutic drugs such as taxol and cerivastatin and endobiotics such as retinoic acid and arachidonic acid .
None	O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O	Consistent with the relatively large size of its preferred substrates , the active site volume is twice that observed for the structure of CYP2C5 .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-N O O B-GENE-N O O O O O O O O O O O O B-GENE-N O O	The extended active site cavity is bounded by the beta1 sheet and helix F ' that have not previously been implicated in substrate recognition by mammalian P450s .
None	O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O	B-GENE-Y O O O O O O O O O O B-GENE-N I-GENE-N I-GENE-N I-GENE-N I-GENE-N I-GENE-N I-GENE-N I-GENE-N I-GENE-N I-GENE-N I-GENE-N O O O O O O O O O O O O	CYP2C8 crystallized as a symmetric dimer formed by the interaction of helices F , F ' , G ' , and G. Two molecules of palmitic acid are bound in the dimer interface .
None	O O O O O O O O O O O O O O B-CHEMICAL O O O O O	O O O O O O O O O O O O O O O O O O O O	The dimer is observed in solution , and mass spectrometry confirmed the association of palmitic acid with the enzyme .
None	O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-N O O O O O O O B-GENE-N O O	This novel finding identifies a peripheral binding site in P450s that may contribute to drug-drug interactions in P450 metabolism .
None	O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O	Resistance to conventional insecticides in Pakistani populations of Musca domestica L. ( Diptera : Muscidae ): a potential ectoparasite of dairy animals .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The house fly , Musca domestica L. , is an important hygienic pest of humans and dairy animals with the potential to develop resistance to most chemical classes of insecticides .
None	O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Six adult house fly strains from dairy farms in Punjab , Pakistan were evaluated for resistance to selected insecticides from organochlorine , organophosphate , carbamate and pyrethroid classes .
